NVC2.1_camp_name,year,loc_cow,targ_cow,NVC2.1_prim_meth,NVC2.1_total_part,NVC2.1_camp_structure,NVC2.1_sec_defect,NVC2.1_state_defect,NVC2.1_success,NVC2.1_camp_duration,NVC2.1_camp_goals,NVC2.1_progress
Myanmar Regime Change Campaign,1974,775,775,0,20000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1975,775,775,0,20000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1976,775,775,0,44000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1977,775,775,0,46000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1978,775,775,0,51000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1979,775,775,0,49000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1980,775,775,0,30000,0,0,0,0,27,0,3
Myanmar Regime Change Campaign,1981,775,775,0,30500,0,0,0,0,27,0,3
Myanmar Regime Change Campaign,1982,775,775,0,30500,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1983,775,775,0,30500,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1984,775,775,0,30000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1985,775,775,0,30000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1986,775,775,0,30000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1987,775,775,0,25020,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1988,775,775,0,25020,0,0,0,0,27,0,5
Myanmar Regime Change Campaign,1988,775,775,0,25020,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,1989,775,775,0,36480,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,1990,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,1991,775,775,0,-99,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,1992,775,775,0,20500,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,1993,775,775,0,-99,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,1994,775,775,0,-99,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,1995,775,775,0,-99,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,1996,775,775,0,-99,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,1997,775,775,0,-99,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,1998,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,1999,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2000,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2001,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2002,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2003,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2004,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2005,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2006,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2007,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2008,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2009,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2010,775,775,0,-99,0,0,0,0,26,0,0
Myanmar Regime Change Campaign,2011,775,775,0,-99,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,2012,775,775,0,-99,0,0,0,0,26,0,3
Myanmar Regime Change Campaign,2013,775,775,0,15200,0,0,0,0,26,0,3
Myanmar Territorial Secession Campaign,1948,775,775,0,9501,0,1,0,0,66,3,0
Myanmar Territorial Secession Campaign,1949,775,775,0,12001,0,1,0,0,66,3,0
Myanmar Territorial Secession Campaign,1950,775,775,0,21801,0,1,0,0,66,3,0
Myanmar Territorial Secession Campaign,1951,775,775,0,20001,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1952,775,775,0,28001,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1953,775,775,0,33001,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1954,775,775,0,33500,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1955,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1956,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1957,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1958,775,775,0,1640,0,0,0,0,66,3,2
Myanmar Territorial Secession Campaign,1959,775,775,0,20330,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1960,775,775,0,1030,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1961,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1962,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1963,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1964,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1965,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1966,775,775,0,15300,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1967,775,775,0,10300,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1968,775,775,0,10300,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1969,775,775,0,11300,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1970,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1971,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1972,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1973,775,775,0,2300,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1974,775,775,0,2420,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1975,775,775,0,2420,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1976,775,775,0,2300,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1977,775,775,0,2300,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1978,775,775,0,2300,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1979,775,775,0,2300,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1980,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1981,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1982,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1983,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1984,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1985,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1986,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1987,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1988,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1989,775,775,0,19210,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1990,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1991,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1992,775,775,0,18090,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1993,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1994,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1995,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1996,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1997,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,1998,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,1999,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2000,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2001,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2002,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2003,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2004,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2005,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2006,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2007,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2008,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2009,775,775,0,-99,0,0,0,0,66,3,0
Myanmar Territorial Secession Campaign,2010,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,2011,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,2012,775,775,0,-99,0,0,0,0,66,3,3
Myanmar Territorial Secession Campaign,2013,775,775,0,57431,0,0,0,0,66,3,3
CNL,1964,490,490,0,-99,1,0,0,0,2,0,0
CNL,1965,490,490,0,-99,1,0,0,0,2,0,5
"Second Congo War (MLC, RCD)",1998,490,490,0,80154,1,1,0,0,5,0,1
"Second Congo War (MLC, RCD)",1999,490,490,0,80000,1,1,0,0,5,0,1
"Second Congo War (MLC, RCD)",2000,490,490,0,68000,1,-99,0,0,5,0,0
"Second Congo War (MLC, RCD)",2001,490,490,0,50000,1,-99,0,0,5,0,3
"Second Congo War (MLC, RCD)",2002,490,490,0,-99,1,-99,0,0,5,0,5
Democratic Republic of Yemen Secessionist Movement,1994,679,679,0,27500,1,0,0,0,1,3,5
Cameroon anti-Ahidjo government movement,1960,471,471,0,3000,1,0,0,0,5,0,2
Cameroon anti-Ahidjo government movement,1961,471,471,0,2000,1,0,0,0,5,0,0
Cameroon anti-Ahidjo government movement,1962,471,471,0,-99,1,0,0,0,5,0,0
Cameroon anti-Ahidjo government movement,1963,471,471,0,-99,1,0,0,0,5,0,0
Cameroon anti-Ahidjo government movement,1964,471,471,0,-99,1,0,0,0,5,0,5
Chinese Communist Revolution,1946,710,710,0,910000,1,0,0,0,4,0,2
Chinese Communist Revolution,1947,710,710,0,910000,1,0,0,0,4,0,0
Chinese Communist Revolution,1948,710,710,0,1560000,1,1,0,0,4,0,0
Chinese Communist Revolution,1949,710,710,0,2000000,1,1,1,1,4,0,4
Anti-Coalition Government Campaign,1987,950,950,0,2000,0,1,0,1,1,0,4
ADF Insurgency,1996,500,500,0,4000,1,0,0,0,18,0,0
ADF Insurgency,1997,500,500,0,1000,1,0,0,0,18,0,0
ADF Insurgency,1998,500,500,0,1500,1,0,0,0,18,0,0
ADF Insurgency,1999,500,500,0,1500,1,0,0,0,18,0,0
ADF Insurgency,2000,500,500,0,400,1,0,0,0,18,0,0
ADF Insurgency,2001,500,500,0,300,1,0,0,0,18,0,0
ADF Insurgency,2002,500,500,0,300,1,0,0,0,18,0,0
ADF Insurgency,2003,500,500,0,300,1,0,0,0,18,0,0
ADF Insurgency,2004,500,500,0,200,1,0,0,0,18,0,0
ADF Insurgency,2005,500,500,0,100,1,0,0,0,18,0,0
ADF Insurgency,2006,500,500,0,100,1,0,0,0,18,0,0
ADF Insurgency,2007,500,500,0,100,1,0,0,0,18,0,0
ADF Insurgency,2008,500,500,0,600,1,0,0,0,18,0,0
ADF Insurgency,2009,500,500,0,1000,1,0,0,0,18,0,0
ADF Insurgency,2010,500,500,0,1200,1,0,0,0,18,0,0
ADF Insurgency,2011,500,500,0,1500,1,0,0,0,18,0,0
ADF Insurgency,2012,500,500,0,2000,1,0,0,0,18,0,0
ADF Insurgency,2013,500,500,0,1500,1,0,0,0,18,0,0
Third Balochistan Separatist Movement,1973,770,770,0,-99,1,0,0,0,5,4,0
Third Balochistan Separatist Movement,1974,770,770,0,55000,1,0,0,0,5,4,0
Third Balochistan Separatist Movement,1975,770,770,0,-99,1,0,0,0,5,4,0
Third Balochistan Separatist Movement,1976,770,770,0,-99,1,0,0,0,5,4,0
Third Balochistan Separatist Movement,1977,770,770,0,-99,1,0,0,0,5,4,5
Popular Revolutionary Movement (Bolivia),1946,145,145,0,-99,1,1,1,1,1,0,4
Anti-Deby Rebellion (Chad),2005,483,483,0,4000,1,0,0,0,6,0,0
Anti-Deby Rebellion (Chad),2006,483,483,0,3000,1,0,0,0,6,0,3
Anti-Deby Rebellion (Chad),2007,483,483,0,3000,1,0,0,0,6,0,3
Anti-Deby Rebellion (Chad),2008,483,483,0,5500,1,0,0,0,6,0,0
Anti-Deby Rebellion (Chad),2009,483,483,0,2600,1,0,0,0,6,0,3
Anti-Deby Rebellion (Chad),2010,483,483,0,600,1,0,0,0,6,0,5
Third Southern Ossetian Separatist Campaign,2008,372,372,0,73000,1,0,0,1,1,3,4
NLA Insurgency,2001,343,343,0,7000,1,0,0,0,1,3,5
